KEGG Pathway and Enzyme ID	Gene name
00790	4.1.99.22	MOCS1
00790	4.6.1.17	MOCS1
00380	1.13.11.11	IDO2
04660	2.7.10.2	WEE1
00230	2.7.7.6	POLR1D
00240	2.7.7.6	POLR1D
00480	4.3.2.7	CHAC1
00970	6.3.5.7	FAAH2
00230	3.1.3.5	NT5C1B-RDH14
00240	3.1.3.5	NT5C1B-RDH14
00760	3.1.3.5	NT5C1B-RDH14
00230	3.1.3.5	NT5C1B
00240	3.1.3.5	NT5C1B
00760	3.1.3.5	NT5C1B
00230	3.1.4.17	PDE1A
00480	1.1.1.42	IDH2
00720	1.1.1.42	IDH2
00020	1.1.1.42	IDH2
00590	3.3.2.6	RNPEPL1
00510	2.4.1.143	MGAT2
00513	2.4.1.143	MGAT2
00330	2.6.1.13	OAT
00565	3.1.1.47	PLA2G7
00600	3.2.1.18	NEU2
00511	3.2.1.18	NEU2
00600	3.1.3.4	PLPP3
00565	3.1.3.4	PLPP3
00561	3.1.3.4	PLPP3
00564	3.1.3.4	PLPP3
00220	6.3.1.2	LGSN
00630	6.3.1.2	LGSN
00250	6.3.1.2	LGSN
00910	6.3.1.2	LGSN
05165	2.7.11.1	MAP4K1
04150	2.7.11.1	MAP4K1
04926	2.7.11.1	MAP4K1
04714	2.7.11.1	MAP4K1
04151	2.7.11.1	MAP4K1
04658	3.1.3.16	CTDP1
04660	3.1.3.16	CTDP1
00531	3.2.1.35	HYAL4
00310	2.1.1.43	SETD1A
00531	3.2.1.35	SPAM1
00270	2.1.1.37	DNMT1
00600	3.2.1.46	GALC
00650	4.2.1.17+1.1.1.35	HADH
00071	4.2.1.17+1.1.1.35	HADH
00627	4.2.1.17	HADH
00280	4.2.1.17+1.1.1.35	HADH
00120	1.1.1.35	HADH
00281	4.2.1.17+1.1.1.35	HADH
00720	4.2.1.17+1.1.1.35	HADH
00310	4.2.1.17+1.1.1.35	HADH
00360	4.2.1.17	HADH
00930	4.2.1.17+1.1.1.35	HADH
00640	4.2.1.17	HADH
00592	4.2.1.17	HADH
00623	1.1.1.35	HADH
00410	4.2.1.17	HADH
00903	4.2.1.17	HADH
00062	4.2.1.17+1.1.1.35	HADH
00362	4.2.1.17+1.1.1.35	HADH
00380	4.2.1.17+1.1.1.35	HADH
00650	5.1.2.3+4.2.1.17+1.1.1.35	HADH
00071	5.1.2.3+4.2.1.17+1.1.1.35	HADH
04658	3.1.3.16	RPAP2
04660	3.1.3.16	RPAP2
00240	2.7.7.7	POLE2
00230	2.7.7.7	POLE2
00561	2.7.1.107	DGKZ
04070	2.7.1.107	DGKZ
00564	2.7.1.107	DGKZ
00710	5.1.3.1	RPE
00030	5.1.3.1	RPE
00040	5.1.3.1	RPE
00760	2.7.1.23	NADK
00770	6.3.2.5	PPCS
05165	2.7.11.1	PRKAA2
04150	2.7.11.1	PRKAA2
04926	2.7.11.1	PRKAA2
04714	2.7.11.1	PRKAA2
04151	2.7.11.1	PRKAA2
05165	2.7.11.1	PRKAA1
04150	2.7.11.1	PRKAA1
04926	2.7.11.1	PRKAA1
04714	2.7.11.1	PRKAA1
04151	2.7.11.1	PRKAA1
05165	2.7.11.1	MARK4
04150	2.7.11.1	MARK4
04926	2.7.11.1	MARK4
04714	2.7.11.1	MARK4
04151	2.7.11.1	MARK4
05165	2.7.11.1	IRAK3
04150	2.7.11.1	IRAK3
04926	2.7.11.1	IRAK3
04714	2.7.11.1	IRAK3
04151	2.7.11.1	IRAK3
00230	1.17.4.1	RRM2
00983	1.17.4.1	RRM2
00240	1.17.4.1	RRM2
00480	1.17.4.1	RRM2
00230	2.7.7.6	POLR2F
00240	2.7.7.6	POLR2F
00310	2.1.1.43	SETD7
00010	5.1.3.3	GALM
00052	5.1.3.3	GALM
00240	2.7.7.7	POLA1
00230	2.7.7.7	POLA1
00620	1.2.4.1	PDHA1
00010	1.2.4.1	PDHA1
00020	1.2.4.1	PDHA1
04658	3.1.3.16	SSU72P8
04660	3.1.3.16	SSU72P8
00720	2.3.3.8	ACLY
00020	2.3.3.8	ACLY
00720	6.2.1.5	ACLY
00640	6.2.1.5	ACLY
00660	6.2.1.5	ACLY
00020	6.2.1.5	ACLY
00220	3.5.1.14	ABHD14A-ACY1
00520	3.2.1.14	CHIT1
05165	2.7.11.1	TRPM6
04150	2.7.11.1	TRPM6
04926	2.7.11.1	TRPM6
04714	2.7.11.1	TRPM6
04151	2.7.11.1	TRPM6
00230	3.5.4.6	AMPD1
00230	3.1.4.53	PDE8B
00520	3.5.99.6	GNPDA1
04658	3.1.3.16	PPM1B
04660	3.1.3.16	PPM1B
00250	3.5.1.2	GLS
00220	3.5.1.2	GLS
00471	3.5.1.2	GLS
00220	3.5.1.14	ACY1
00450	1.8.1.9	TXNRD2
00900	4.1.1.33	MVD
00230	4.1.1.97	URAD
00520	1.1.1.22	UGDH
00040	1.1.1.22	UGDH
00053	1.1.1.22	UGDH
00730	2.7.4.3	CMPK1
00230	2.7.4.3	CMPK1
00983	2.7.4.14	CMPK1
00240	2.7.4.14	CMPK1
04150	2.7.11.11	PRKACB
00965	2.1.1.6	COMT
00140	2.1.1.6	COMT
00350	2.1.1.6	COMT
00010	4.2.1.11	ENO3
00680	4.2.1.11	ENO3
00944	3.2.1.31	KL
00860	3.2.1.31	KL
00983	3.2.1.31	KL
00040	3.2.1.31	KL
00531	3.2.1.31	KL
00240	2.7.7.7	POLB
00230	2.7.7.7	POLB
05165	2.7.11.1	STK25
04150	2.7.11.1	STK25
04926	2.7.11.1	STK25
04714	2.7.11.1	STK25
04151	2.7.11.1	STK25
00380	1.11.1.6	CAT
00630	1.11.1.6	CAT
05165	2.7.11.1	RIOK3
04150	2.7.11.1	RIOK3
04926	2.7.11.1	RIOK3
04714	2.7.11.1	RIOK3
04151	2.7.11.1	RIOK3
04660	2.7.10.2	FYN
00480	3.4.11.1	LAP3
04070	2.7.11.13	PRKCH
00062	2.3.1.199	ELOVL5
00310	2.1.1.43	KMT2D
00561	2.7.1.107	DGKI
04070	2.7.1.107	DGKI
00564	2.7.1.107	DGKI
00513	3.2.1.113	MAN1B1
00510	3.2.1.113	MAN1B1
05165	2.7.11.1	MAP4K5
04150	2.7.11.1	MAP4K5
04926	2.7.11.1	MAP4K5
04714	2.7.11.1	MAP4K5
04151	2.7.11.1	MAP4K5
00230	2.7.4.8	CASK
00051	5.3.1.8	MPI
00520	5.3.1.8	MPI
00592	3.1.1.4	PLA2G3
00564	3.1.1.4	PLA2G3
00591	3.1.1.4	PLA2G3
00590	3.1.1.4	PLA2G3
00565	3.1.1.4	PLA2G3
00340	2.1.1.22	CARNMT1
00520	3.2.1.14	CTBS
00563	3.1.4.50	GPLD1
00790	3.1.3.1	ALPP
00790	3.1.3.1	ALPG
00230	3.1.3.5	NT5C1A
00240	3.1.3.5	NT5C1A
00760	3.1.3.5	NT5C1A
00230	3.5.3.4	ALLC
00790	3.1.3.1	ALPI
05165	2.7.11.1	GSK3B
04150	2.7.11.1	GSK3B
04926	2.7.11.1	GSK3B
04714	2.7.11.1	GSK3B
04151	2.7.11.1	GSK3B
00280	2.6.1.42	BCAT1
00966	2.6.1.42	BCAT1
00270	2.6.1.42	BCAT1
00770	2.6.1.42	BCAT1
00290	2.6.1.42	BCAT1
00650	4.2.1.17+1.1.1.35	EHHADH
00071	4.2.1.17+1.1.1.35	EHHADH
00650	5.1.2.3+4.2.1.17+1.1.1.35	EHHADH
00627	4.2.1.17	EHHADH
00280	4.2.1.17+1.1.1.35	EHHADH
00120	1.1.1.35	EHHADH
00281	4.2.1.17+1.1.1.35	EHHADH
00720	4.2.1.17+1.1.1.35	EHHADH
00071	5.1.2.3+4.2.1.17+1.1.1.35	EHHADH
00310	4.2.1.17+1.1.1.35	EHHADH
00360	4.2.1.17	EHHADH
00930	4.2.1.17+1.1.1.35	EHHADH
00640	4.2.1.17	EHHADH
00592	4.2.1.17	EHHADH
00623	1.1.1.35	EHHADH
00410	4.2.1.17	EHHADH
00903	4.2.1.17	EHHADH
00062	4.2.1.17+1.1.1.35	EHHADH
00362	4.2.1.17+1.1.1.35	EHHADH
00380	4.2.1.17+1.1.1.35	EHHADH
04658	3.1.3.16	DUSP19
04660	3.1.3.16	DUSP19
00360	2.6.1.5	TAT
00130	2.6.1.5	TAT
00960	2.6.1.5	TAT
00950	2.6.1.5	TAT
00270	2.6.1.5	TAT
00350	2.6.1.5	TAT
00400	2.6.1.5	TAT
00401	2.6.1.5	TAT
05165	2.7.11.1	PIM3
04150	2.7.11.1	PIM3
04926	2.7.11.1	PIM3
04714	2.7.11.1	PIM3
04151	2.7.11.1	PIM3
00270	6.3.2.2	GCLC
00480	6.3.2.2	GCLC
05165	2.7.11.1	IRAK4
04150	2.7.11.1	IRAK4
04926	2.7.11.1	IRAK4
04714	2.7.11.1	IRAK4
04151	2.7.11.1	IRAK4
00190	3.6.3.14	ATP5F1A
00195	3.6.3.14	ATP5F1A
05165	2.7.11.1	RPS6KA5
04150	2.7.11.1	RPS6KA5
04926	2.7.11.1	RPS6KA5
04714	2.7.11.1	RPS6KA5
04151	2.7.11.1	RPS6KA5
00620	4.1.1.32	PCK2
00020	4.1.1.32	PCK2
00010	4.1.1.32	PCK2
00220	6.3.4.5	ASS1
00250	6.3.4.5	ASS1
04658	3.1.3.16	PHLPP2
04660	3.1.3.16	PHLPP2
00520	1.6.2.2	CYB5R4
04658	3.1.3.16	EPM2A
04660	3.1.3.16	EPM2A
00010	4.2.1.11	ENO2
00680	4.2.1.11	ENO2
00480	2.3.2.2+3.4.19.13	GGT2
00430	2.3.2.2	GGT2
00460	2.3.2.2	GGT2
00340	3.5.2.7	AMDHD1
00240	3.5.2.3	CD101
00280	1.3.8.4	IVD
00190	3.6.1.1	KCNMB3
00471	4.2.1.48	DGLUCY
05165	2.7.11.1+2.7.1.153	PIK3CA
04150	2.7.11.1+2.7.1.153	PIK3CA
04151	2.7.11.1+2.7.1.153	PIK3CA
05165	2.7.1.153	PIK3CA
04151	2.7.1.153	PIK3CA
00562	2.7.1.153	PIK3CA
04070	2.7.1.153	PIK3CA
04150	2.7.1.153	PIK3CA
04926	2.7.11.1	PIK3CA
04714	2.7.11.1	PIK3CA
00230	4.3.2.2	ADSL
00250	4.3.2.2	ADSL
00710	5.3.1.1	TPI1
00010	5.3.1.1	TPI1
00562	5.3.1.1	TPI1
00051	5.3.1.1	TPI1
00340	4.3.1.3	HAL
00564	2.7.7.41	TAMM41
04070	2.7.7.41	TAMM41
00908	2.5.1.75	TRIT1
00360	2.6.1.1	GOT1
00960	2.6.1.1	GOT1
00400	2.6.1.1	GOT1
00270	2.6.1.1	GOT1
00330	2.6.1.1	GOT1
00220	2.6.1.1	GOT1
00250	2.6.1.1	GOT1
00350	2.6.1.1	GOT1
00710	2.6.1.1	GOT1
00950	2.6.1.1	GOT1
00401	2.6.1.1	GOT1
00230	4.6.1.1	ADCY8
00590	3.3.2.6	LTA4H
00790	1.1.1.153	SPR
00220	3.5.3.1	ARG1
00330	3.5.3.1	ARG1
00513	3.2.1.113	MAN1A2
00510	3.2.1.113	MAN1A2
05165	2.7.11.1	AKT2
04150	2.7.11.1	AKT2
04926	2.7.11.1	AKT2
04714	2.7.11.1	AKT2
04151	2.7.11.1	AKT2
04658	3.1.3.16	PPM1G
04660	3.1.3.16	PPM1G
05165	2.7.11.1	MAPKAPK2
04150	2.7.11.1	MAPKAPK2
04926	2.7.11.1	MAPKAPK2
04714	2.7.11.1	MAPKAPK2
04151	2.7.11.1	MAPKAPK2
00010	1.1.1.27	LDHC
00640	1.1.1.27	LDHC
00270	1.1.1.27	LDHC
00620	1.1.1.27	LDHC
00960	1.4.3.21	AOC3
00410	1.4.3.21	AOC3
00360	1.4.3.21	AOC3
00260	1.4.3.21	AOC3
00950	1.4.3.21	AOC3
00350	1.4.3.21	AOC3
04658	3.1.3.16	DUSP26
04660	3.1.3.16	DUSP26
00600	3.2.1.23	MANBA
00531	3.2.1.23	MANBA
00604	3.2.1.23	MANBA
00511	3.2.1.23	MANBA
00052	3.2.1.23	MANBA
05165	2.7.11.1	CDC42BPB
04150	2.7.11.1	CDC42BPB
04926	2.7.11.1	CDC42BPB
04714	2.7.11.1	CDC42BPB
04151	2.7.11.1	CDC42BPB
00230	3.6.1.66	ITPA
00760	3.6.1.9	ITPA
00230	3.6.1.9	ITPA
00770	3.6.1.9	ITPA
00500	3.6.1.9	ITPA
00740	3.6.1.9	ITPA
00240	3.6.1.9	ITPA
00230	3.5.4.6	AMPD3
00561	2.7.1.107	DGKK
04070	2.7.1.107	DGKK
00564	2.7.1.107	DGKK
00970	6.1.1.2	WARS2
00052	3.1.3.9	G6PC
00010	3.1.3.9	G6PC
00500	3.1.3.9	G6PC
00230	3.1.4.17	PDE1B
00330	1.5.1.2	PYCR1
00030	4.1.2.4	DERA
00010	1.1.1.27	LDHAL6A
00640	1.1.1.27	LDHAL6A
00270	1.1.1.27	LDHAL6A
00620	1.1.1.27	LDHAL6A
00051	2.7.1.105+3.1.3.46	PFKFB2
00600	3.2.1.23	GLB1L3
00531	3.2.1.23	GLB1L3
00604	3.2.1.23	GLB1L3
00511	3.2.1.23	GLB1L3
00052	3.2.1.23	GLB1L3
00534	2.4.2.26	XYLT1
00532	2.4.2.26	XYLT1
00290	4.2.1.33	IREB2
00630	4.2.1.3	IREB2
00720	4.2.1.3	IREB2
00020	4.2.1.3	IREB2
00600	3.2.1.23	GLB1L2
00531	3.2.1.23	GLB1L2
00604	3.2.1.23	GLB1L2
00511	3.2.1.23	GLB1L2
00052	3.2.1.23	GLB1L2
04150	2.7.11.24	MAPK7
00280	2.6.1.42	BCAT2
00966	2.6.1.42	BCAT2
00270	2.6.1.42	BCAT2
00770	2.6.1.42	BCAT2
00290	2.6.1.42	BCAT2
04660	2.7.10.2	SYK
00260	2.1.2.10	AMT
00670	2.1.2.10	AMT
00340	2.1.1.8	HNMT
00561	2.7.1.30	GK
00970	6.1.1.14	GARS
00480	4.3.2.9	AC005154.5
00480	4.3.2.9	GGCT
00310	2.3.1.61	DLST
00020	2.3.1.61	DLST
00240	3.6.1.12	DCTPP1
00561	2.7.1.30	FGGY
00270	4.2.1.109	APIP
00511	3.2.1.52	HEXB
00604	3.2.1.52	HEXB
00513	3.2.1.52	HEXB
00603	3.2.1.52	HEXB
00531	3.2.1.52	HEXB
00520	3.2.1.52	HEXB
00564	4.1.1.65	PISD
00260	2.1.2.10	AC104452.1
00670	2.1.2.10	AC104452.1
00190	3.6.1.1	PPA1
05165	2.7.11.1	RPS6KL1
04150	2.7.11.1	RPS6KL1
04926	2.7.11.1	RPS6KL1
04714	2.7.11.1	RPS6KL1
04151	2.7.11.1	RPS6KL1
00970	6.1.1.3	DRG1
05165	2.7.11.1	RPS6KB1
04150	2.7.11.1	RPS6KB1
04926	2.7.11.1	RPS6KB1
04714	2.7.11.1	RPS6KB1
04151	2.7.11.1	RPS6KB1
00030	5.3.1.9	AC092073.1
00500	5.3.1.9	AC092073.1
00520	5.3.1.9	AC092073.1
00010	5.3.1.9	AC092073.1
00680	4.4.1.22	CENPVL3
00680	4.4.1.22	CENPVL2
04660	2.7.10.2	BTK
05165	2.7.11.1	SGK3
04150	2.7.11.1	SGK3
04926	2.7.11.1	SGK3
04714	2.7.11.1	SGK3
04151	2.7.11.1	SGK3
00680	4.4.1.22	CENPVL1
00534	2.4.1.224+2.4.1.225	EXT2
00240	2.7.1.21	TK1
00983	2.7.1.21	TK1
00010	1.2.1.12	GAPDHS
00710	1.2.1.12	GAPDHS
00220	3.5.3.6	DDAH1
04658	3.1.3.16	PPM1N
04660	3.1.3.16	PPM1N
00830	1.2.3.1	AOX1
00350	1.2.3.1	AOX1
00280	1.2.3.1	AOX1
00982	1.2.3.1	AOX1
00760	1.2.3.1	AOX1
00750	1.2.3.1	AOX1
00380	1.2.3.1	AOX1
04070	3.1.3.25	IMPA1
00562	3.1.3.25	IMPA1
00521	3.1.3.25	IMPA1
05165	2.7.11.1	WNK3
04150	2.7.11.1	WNK3
04926	2.7.11.1	WNK3
04714	2.7.11.1	WNK3
04151	2.7.11.1	WNK3
04660	2.7.10.2	ABL1
00970	6.1.1.7	AARSD1
00982	1.14.14.1	CYP2J2
00380	1.14.14.1	CYP2J2
00590	1.14.14.1	CYP2J2
00071	1.14.14.1	CYP2J2
00830	1.14.14.1	CYP2J2
00627	1.14.14.1	CYP2J2
00232	1.14.14.1	CYP2J2
00591	1.14.14.1	CYP2J2
00140	1.14.14.1	CYP2J2
00980	1.14.14.1	CYP2J2
00270	5.3.1.23	EIF2B2
00450	2.7.9.3	SEPHS2
00561	2.7.1.107	DGKD
04070	2.7.1.107	DGKD
00564	2.7.1.107	DGKD
00970	6.1.1.7	PTGES3L-AARSD1
00480	2.3.2.2+3.4.19.13	GGT5
00430	2.3.2.2	GGT5
00460	2.3.2.2	GGT5
00600	3.1.3.4	PLPP2
00565	3.1.3.4	PLPP2
00561	3.1.3.4	PLPP2
00564	3.1.3.4	PLPP2
00600	3.2.1.22	GLA
00561	3.2.1.22	GLA
00603	3.2.1.22	GLA
00052	3.2.1.22	GLA
00983	2.7.4.6	NME4
00240	2.7.4.6	NME4
00230	2.7.4.6	NME4
00230	2.7.4.8	MPP4
00970	6.1.1.1	YARS
04070	2.7.11.13	PRKCD
04660	2.7.10.2	PRKCD
00190	3.6.3.10	ATP4A
00480	1.11.1.15	PRDX5
00710	5.1.3.1	RPEL1
00030	5.1.3.1	RPEL1
00040	5.1.3.1	RPEL1
00627	3.6.1.7	ACYP1
00620	3.6.1.7	ACYP1
00513	3.2.1.113	MAN1C1
00510	3.2.1.113	MAN1C1
04070	2.7.11.13	PRKCZ
00970	6.1.1.20	FARSB
00380	1.11.1.6	LOXHD1
00630	1.11.1.6	LOXHD1
00240	3.5.2.3	CAD
00250	2.1.3.2	CAD
00240	2.1.3.2	CAD
00240	6.3.5.5	CAD
00250	6.3.5.5	CAD
00310	2.1.1.43	SUV39H1
00030	2.7.6.1	PRPSAP1
00230	2.7.6.1	PRPSAP1
00562	2.7.1.154	PIK3C2G
04070	2.7.1.154	PIK3C2G
00564	2.3.1.51	LCLAT1
00561	2.3.1.51	LCLAT1
00380	3.5.1.9	AFMID
00630	3.5.1.9	AFMID
00310	1.14.11.1	BBOX1
04660	2.7.10.2	TYK2
00062	2.3.1.199	ELOVL1
05165	2.7.11.1	STK3
04150	2.7.11.1	STK3
04926	2.7.11.1	STK3
04714	2.7.11.1	STK3
04151	2.7.11.1	STK3
00230	2.7.7.6	ZNF768
00240	2.7.7.6	ZNF768
05165	2.7.11.1	CSNK1G1
04150	2.7.11.1	CSNK1G1
04926	2.7.11.1	CSNK1G1
04714	2.7.11.1	CSNK1G1
04151	2.7.11.1	CSNK1G1
00790	3.4.19.9	GGH
00983	2.7.4.6	NME3
00240	2.7.4.6	NME3
00230	2.7.4.6	NME3
05165	2.7.11.1	STK40
04150	2.7.11.1	STK40
04926	2.7.11.1	STK40
04714	2.7.11.1	STK40
04151	2.7.11.1	STK40
00640	4.1.1.9	MLYCD
00410	4.1.1.9	MLYCD
05165	2.7.11.1	MARK3
04150	2.7.11.1	MARK3
04926	2.7.11.1	MARK3
04714	2.7.11.1	MARK3
04151	2.7.11.1	MARK3
00640	4.1.1.9	AC009119.2
00410	4.1.1.9	AC009119.2
00643	1.13.11.5	HGD
00350	1.13.11.5	HGD
00062	3.1.2.22	PPT1
00650	4.1.3.4	HMGCLL1
00281	4.1.3.4	HMGCLL1
00280	4.1.3.4	HMGCLL1
00072	4.1.3.4	HMGCLL1
00500	2.4.1.11	GYS1
00310	2.1.1.60	CAMKMT
00982	1.14.13.8	FMO5
00330	1.14.11.2	P4HA3
00564	2.3.1.51	AGPAT5
00561	2.3.1.51	AGPAT5
05165	2.7.11.1	SBK1
04150	2.7.11.1	SBK1
04926	2.7.11.1	SBK1
04714	2.7.11.1	SBK1
04151	2.7.11.1	SBK1
00330	1.14.11.2	P4HA2
00513	2.4.1.142	ALG1L2
00510	2.4.1.142	ALG1L2
05165	2.7.11.1	RPS6KA4
04150	2.7.11.1	RPS6KA4
04926	2.7.11.1	RPS6KA4
04714	2.7.11.1	RPS6KA4
04151	2.7.11.1	RPS6KA4
00730	2.7.4.3	AK2
00230	2.7.4.3	AK2
05165	2.7.11.1	STK10
04150	2.7.11.1	STK10
04926	2.7.11.1	STK10
04714	2.7.11.1	STK10
04151	2.7.11.1	STK10
00440	2.6.1.37	AGXT
00270	3.1.3.77	ENOPH1
00564	2.3.1.51	LPGAT1
00561	2.3.1.51	LPGAT1
00100	3.1.1.13	CEL
00561	3.1.1.3	CEL
05165	2.7.11.1	MAP4K3
04150	2.7.11.1	MAP4K3
04926	2.7.11.1	MAP4K3
04714	2.7.11.1	MAP4K3
04151	2.7.11.1	MAP4K3
00730	2.8.1.7	SCLY
00500	3.2.1.1	AMY1B
00500	2.4.1.18	AMY1B
00970	6.1.1.7	AARS2
00310	2.1.1.43	KMT5C
04660	2.7.10.2	FRK
00500	3.2.1.1	AMY1C
00500	2.4.1.18	AMY1C
00400	1.14.16.1	PAH
00790	1.14.16.1	PAH
00360	1.14.16.1	PAH
00230	1.7.1.7	GMPR2
00900	2.2.1.7	TKT
00730	2.2.1.7	TKT
00310	2.1.1.43	PRDM2
00983	1.1.1.205	GMPR2
00230	1.1.1.205	GMPR2
00970	6.1.1.4	LARS
00710	2.7.2.3	PGK2
00010	2.7.2.3	PGK2
00680	1.1.1.284	ADH5
00980	1.1.1.1	ADH5
00350	1.1.1.1	ADH5
00071	1.1.1.1	ADH5
00830	1.1.1.1	ADH5
00982	1.1.1.1	ADH5
00260	1.1.1.1	ADH5
00625	1.1.1.1	ADH5
00626	1.1.1.1	ADH5
00010	1.1.1.1	ADH5
00592	1.1.1.1	ADH5
00860	4.1.1.37	UROD
00310	2.1.1.43	SETDB2
04660	2.7.10.2	PTK2B
04070	2.7.11.13	PRKD1
00230	3.1.4.35	PDE6A
00562	3.1.3.36	OCRL
04070	3.1.3.36	OCRL
00500	2.4.1.1	PYGL
00562	3.1.4.11	PLCZ1
04070	3.1.4.11	PLCZ1
00790	4.2.1.96	PCBD1
00010	4.2.1.11	ENO1
00680	4.2.1.11	ENO1
00520	3.5.99.6	PGLS
00030	3.1.1.31	PGLS
00565	3.1.1.47	PAFAH2
00970	6.1.1.1	YARS2
04658	3.1.3.16	PPP1CA
04660	3.1.3.16	PPP1CA
00562	3.1.4.11	PLCE1
04070	3.1.4.11	PLCE1
05165	2.7.11.1	RPS6KC1
04150	2.7.11.1	RPS6KC1
04926	2.7.11.1	RPS6KC1
04714	2.7.11.1	RPS6KC1
04151	2.7.11.1	RPS6KC1
00534	2.4.1.224	EXTL1
00410	6.3.2.11	CARNS1
00340	6.3.2.11	CARNS1
00330	6.3.2.11	CARNS1
00230	3.1.4.35	PDE6G
00073	2.3.1.20	DGAT1
00561	2.3.1.20	DGAT1
00562	3.1.4.11	PLCH1
04070	3.1.4.11	PLCH1
00260	1.2.1.8+1.1.99.1	CHDH
00760	2.7.7.18	NMNAT3
04658	3.1.3.16	DUSP1
04660	3.1.3.16	DUSP1
00240	2.7.4.9	DTYMK
00860	1.3.1.24	BLVRA
00330	2.1.1.2	GAMT
00260	2.1.1.2	GAMT
04658	3.1.3.16	DUSP7
04660	3.1.3.16	DUSP7
00670	1.5.1.3	DHFR2
00790	1.5.1.3	DHFR2
00071	1.3.8.8	ACADL
04660	2.7.10.2	ZAP70
00910	4.2.1.1	CA6
00980	1.1.1.1	ADH4
00350	1.1.1.1	ADH4
00071	1.1.1.1	ADH4
00830	1.1.1.1	ADH4
00982	1.1.1.1	ADH4
00260	1.1.1.1	ADH4
00625	1.1.1.1	ADH4
00626	1.1.1.1	ADH4
00010	1.1.1.1	ADH4
00592	1.1.1.1	ADH4
00920	2.7.7.4	PAPSS2
00261	2.7.7.4	PAPSS2
00230	2.7.7.4	PAPSS2
00450	2.7.7.4	PAPSS2
00920	2.7.1.25	PAPSS2
00230	2.7.1.25	PAPSS2
00910	4.2.1.1	CA4
00970	6.3.5.7	QRSL1
04070	2.7.4.24+2.7.4.21	PPIP5K2
00524	2.7.1.1	HKDC1
00500	2.7.1.1	HKDC1
00520	2.7.1.1	HKDC1
00521	2.7.1.1	HKDC1
00052	2.7.1.1	HKDC1
00010	2.7.1.1	HKDC1
00051	2.7.1.1	HKDC1
00450	1.8.1.9	TXNRD1
00030	2.7.6.1	PRPS1
00230	2.7.6.1	PRPS1
00970	6.1.1.11	SARS2
00860	2.3.1.37	ALAS1
00260	2.3.1.37	ALAS1
00071	6.2.1.3	SLC27A2
00061	6.2.1.3	SLC27A2
00970	6.1.1.11	AC011455.2
00310	2.1.1.43	KMT2B
00670	1.5.1.6	ALDH1L2
00970	2.1.2.9	ALDH1L2
00670	2.1.2.9	ALDH1L2
00140	1.1.1.64	HSD17B3
00970	6.1.1.5	IARS
00592	3.1.1.4	PLA2G12A
00564	3.1.1.4	PLA2G12A
00591	3.1.1.4	PLA2G12A
00590	3.1.1.4	PLA2G12A
00565	3.1.1.4	PLA2G12A
00592	3.1.1.4	AC126283.2
00564	3.1.1.4	AC126283.2
00591	3.1.1.4	AC126283.2
00590	3.1.1.4	AC126283.2
00565	3.1.1.4	AC126283.2
00561	2.7.1.107	DGKA
04070	2.7.1.107	DGKA
00564	2.7.1.107	DGKA
00510	2.4.1.256	ALG10
00680	4.1.2.13	ALDOB
00051	4.1.2.13	ALDOB
00030	4.1.2.13	ALDOB
00010	4.1.2.13	ALDOB
00710	4.1.2.13	ALDOB
05165	2.7.11.1	ABR
04150	2.7.11.1	ABR
04926	2.7.11.1	ABR
04714	2.7.11.1	ABR
04151	2.7.11.1	ABR
00230	4.6.1.1	ADCY5
00900	3.4.24.84	ZMPSTE24
00473	5.1.1.1	PLPBP
00515	2.7.1.183	POMK
00062	4.2.1.134	HACD2
00970	6.1.1.15	EPRS
00970	6.1.1.17	EPRS
00860	6.1.1.17	EPRS
00600	3.1.3.4	PLPPR4
00565	3.1.3.4	PLPPR4
00561	3.1.3.4	PLPPR4
00564	3.1.3.4	PLPPR4
00970	6.1.1.5	IARS2
00564	2.7.8.5	PGS1
00970	6.1.1.6	KARS
00561	2.7.1.107	DGKG
04070	2.7.1.107	DGKG
00564	2.7.1.107	DGKG
04070	2.7.11.13	PRKCE
00770	2.7.1.24	DCAKD
00562	3.1.4.11	PLCD3
04070	3.1.4.11	PLCD3
05165	2.7.11.1	MARK1
04150	2.7.11.1	MARK1
04926	2.7.11.1	MARK1
04714	2.7.11.1	MARK1
04151	2.7.11.1	MARK1
05165	2.7.11.1	DMPK
04150	2.7.11.1	DMPK
04926	2.7.11.1	DMPK
04714	2.7.11.1	DMPK
04151	2.7.11.1	DMPK
00790	2.8.1.9	MARC2
00790	2.8.1.9	MARC1
00062	2.3.1.199	ELOVL4
04658	3.1.3.16	DUSP10
04660	3.1.3.16	DUSP10
00510	2.4.1.256	ALG10B
00720	6.3.4.3	MTHFD1
00670	6.3.4.3	MTHFD1
00720	1.5.1.5+3.5.4.9	MTHFD1
00670	1.5.1.5+3.5.4.9	MTHFD1
00970	6.1.1.4	LARS2
00900	2.1.1.100	ICMT
00600	3.2.1.18	NEU4
00511	3.2.1.18	NEU4
00240	3.6.1.23	DUT
00983	3.6.1.23	DUT
05165	2.7.11.1	PAK4
04150	2.7.11.1	PAK4
04926	2.7.11.1	PAK4
04714	2.7.11.1	PAK4
04151	2.7.11.1	PAK4
04658	3.1.3.16	DUSP16
04660	3.1.3.16	DUSP16
00720	1.5.1.5+3.5.4.9	MTHFD2L
00670	1.5.1.5+3.5.4.9	MTHFD2L
00230	4.6.1.1	ADCY7
04658	3.1.3.16	PPTC7
04660	3.1.3.16	PPTC7
